audios	text	without_lm	with_lm
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056630.mp3	திறனல்லதற் பிறர் செய்யினும் நோநொந்து அறனல்ல செய்யாமை நன்று	பிறநல்லத பிறர்செய்யினும் தோணொந்து அதநல்ல செய்யாவை நன்று	பிற நல்ல பிறர் செய்யினும் நோநொந்து அறனல்ல செய்யாமை நன்று
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056631.mp3	ஒன்றேனும் தமிழருமை உணர்த்துவதா யில்லை	ஒன்றேனுந் த விலருமையஉணர்த்துவதா இல்லை	ஒன்றேனும் தமிழருமை உணர்த்துவதா இல்லை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056632.mp3	செய்வார்யார் நம்மிடத்தில் சேட்டை இதையோசி	செய்வார்யான் அம்மிடத்துச் சேட்டைஇதை ஏசு	செய்வார்யார் நம்மிடத்தில் சேட்டை இதை பசி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056633.mp3	கற்க ஆடவர் கற்க கல்லார்	கற்க ஆடவர் கற்க கல்லாற்	கற்க ஆடவர் கற்க கல்லார்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056634.mp3	வாயுறையாம் வள்ளுவன்தரு முப்பால் வாய்ப்பினும்	வாயிரையாம் வல்லுவந்தரும் உப்பால் வாய்ப்பினும்	வாயுறையாம் வள்ளுவன்தரு ம் முப்பால் வாய்ப்பினும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056648.mp3	சேனாபதி	சேனா அபதி	சேனாபதி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056650.mp3	வானைப் போல மக்களைத் தாவும்	பானைப் போலும் மக்களைத் தாவும்	வானைப் போலும் மக்களைத் தாவும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056652.mp3	கனவொழிய நனவுலகில் இறங்கிவந்தோம் நாங்கள்	நனகனவொழிய நனவுளகில் இறங்கிவந்தோம் டாங்கள்	கனவொழிய நனவுலகில் இறங்கிவந்தோம் நாங்கள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056653.mp3	உடனேவிழி தமிழா	உடனேவிழி தமிலா	உடனேவிழி தமிழா
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056654.mp3	புற்றெடுத்த நச்சரவைப் புல்லெனவே எண்ணிவிட்டான்	புற்றெடுத்த தச்சரவிக் பொல்லனவே எண்ணிவிட்டான்	புற்றெடுத்த நச்சரவைப் புல்லெனவே எண்ணிவிட்டான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056660.mp3	அமைத்திட்டாள் நற்கவிதை மழைபோற் பெய்தான்	அவைத்திட்டால் அற்கவிதை மலைபோர் பெய்தான்	அமைத்திட்டாள் நற்கவிதை மழைபோற் பெய்தான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056661.mp3	இரும்பாநான் செத்துவிட்டால் என்பிள்ளை கட்கே	இரும்பாதால் செத்துவிட்டால் என்பிளளை கட்கே	இரும்பாநான் செத்துவிட்டால் என்பிள்ளை கட்கே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056662.mp3	மெதுவாய்ப் பெயர்ந்து மெதுவாய் நடந்தே	மெதுவாய்ப் பெயர்ந்து மெதுவாய் நடந்தே	மெதுவாய்ப் பெயர்ந்து மெதுவாய் நடந்தே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056663.mp3	ஆழ்கடல் காடு  மலை	ஆல்கடல் காடுமலை	ஆழ்கடல் காடு மலை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056664.mp3	எனவேமுர சறைவாய்	எனவே மரசறைவாய்	எனவேமுர சறைவாய்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056675.mp3	கோத்திரம் ஒன்றா யிருந்தாலும்  ஒரு	கொத்திரம் ஒன்றா இருந் தாலும் ஒழு	கோத்திரம் ஒன்றா யிருந்தாலும் ஒரு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056676.mp3	இருப்பிடத்தில் என்னுருவம் தன்னுளத்திற் கொண்டாள்	இருபிடத்தில் என்னுருவம் தன்னுழதிற் கொண்டால்	இருப்பிடத்தில் என்னுருவம் தன்னுளத்திற் கொண்டாள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056677.mp3	தகதகென ஆடினான் நான்சிரித்து	தகதக நாடினான் நாஞ்சிரித்துச்	தக்க ஆடினான் நான்சிரித்து
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056678.mp3	கடும்பிணி யாளன்நான் இறந்தபின் மாதே	கடுவிரி யால்ந்தான் இறந்தபின் மாசே	இருவிழி யார் தான் இறந்தபின் மாதே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056679.mp3	இன்பக்கிளியே எனக்களிப்பாய் முத்த மென்றான்	இன்பக் கிலியேஎனக் களிப்பாய்முத்தமென்றான்	இன்பக்கிளியே எனக்களிப்பாய் முத்த மென்றான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056695.mp3	கன்மீதி லேகிடத்திக் கொலைசெய் வீர்கள்	கண்விசிதை கிடத்தி கொளை செய்தீர்கள்	கன்னி சிறை கிடத்திய கொலைசெய் வீர்கள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056696.mp3	நீங்கள் வந்தது எனக்கு மிக்க மகிழ்ச்சி	நீங்கள் வந்தது எனக்கு மிக்கம்வகிழ்ச்சே்	நீங்கள் வந்தது எனக்கு மிக்க மகிழ்ச்சி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056697.mp3	நாட்டினில் எங்கணும் பல்குக பல்குக	நாட்டுநில் எங்கணும் பல்குத பல்குக	நாட்டினில் எங்கணும் பல்குக பல்குக
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056704.mp3	குட்டைக் கழுத்தைக் கொடுத்தாள் உனக்கோ	குட்டைக் கழுத்தைக் கொடுத்தால் உணக்கோ	குட்டைக் கழுத்தைக் கொடுத்தாள் உனக்கோ
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056705.mp3	தேடிவரும் செல்வம் சிறப்புவரும் தோழர்களே	தேடிவடம் செல்வம் சிறப்புவரும் தோழர்களே	தேடிவரும் செல்வம் சிறப்புவரும் தோழர்களே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056706.mp3	மாற்றானை உறவு என்று நம்ப வேண்டாம்	மாற்றானை உளவுயென்று நம்பதேண்டாம்	மாற்றானை உறவு யொன்று நம்ப வேண்டாம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056707.mp3	கண்ணையும் மனத்தையும் கவர்வன அதனால்	கண்டையும் மனத்தையும் கவர்வ னாத னால்	கண்ணையும் மனத்தையும் கவர்வன அதனால்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20056708.mp3	ஏற்றிவைத்த மணிவிளக்கின் அண்டையிலே பாயில்	ஏற்றுவித்த மணிவிலுக்கின் அண்டையிலே பாகில்	ஏற்று வைத்த மணிவிளக்கின் அண்டையிலே பாயில்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338812.mp3	கொலைஞனே எனக்குக் குழந்தையாய் வந்தாய்	கொளைநனே எனக்குக் குழந்தையாய் வந்தாய்	கொலைஞனே எனக்குக் குழந்தையாய் வந்தாய்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338817.mp3	வாய்க்குவரா இந்துஸ்தான் ஆபாச நடனம்	வாய்க்கு வாரா இந்துஷ்டான் அவ்வாச நார்நாம்	வாய்க்குவரா இந்துஸ்தான் அவம வாச நாற் நாம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338819.mp3	தண்ணிலவும் அவள்முகமோ தாரகைகள் நகையோ	டண்நிலவும் அவல்முகமோ தாரகைகள் நகையோ	தண்ணிலவும் அவள்முகமோ தாரகைகள் நகையோ
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338825.mp3	என்று கூறினாள் எல்லாம் தெரிந்தவள்	என்று கூரினாள் எல்லாம் கரிந்டவள்	என்று கூறினாள் எல்லாம் தெரிந்தவள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338832.mp3	மோகத்தை முனி	மோகத்தை முனி	மோகத்தை முனி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338842.mp3	மாமுகில் உண்டு  பின்பு	மாமுகில் உண்டு இன்பு	மாமுகில் உண்டு பின்பு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338843.mp3	சுருங்கச் சொல்லி விளங்க வை	சுருங்கச் சொல்லி விளங்கவை	சுருங்கச் சொல்லி விளங்க வை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338850.mp3	காதலுக்கு வழிவைத்துக் கருப்பாதை சாத்தக்	காதலுக்கு வழிவைத்துக் கருப்பாதை ஷாத்த	காதலுக்கு வழிவைத்துக் கருப்பாதை ரத்த
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338858.mp3	பெரியவர்களுடன் மரியாதையுடன் பேசு	பெரிய வர்களளுடன் மரியாதையுடன் பேசு	பெரியவர்களுடன் மரியாதையுடன் பேசு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338859.mp3	மலைகளின் இன்பக் காட்சி	மலைகளி இன்பக் காட்சி	மலைகளின் இன்பக் காட்சி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338878.mp3	இக்கால நால்வருணம் அன்றி ருந்தால்	இக்கால நால்வருணம் அன்றி ருண்டாள்	இக்கால நால்வருணம் அன்றி ருந்தால்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338879.mp3	ஒண்பொருள் காழ்ப்ப இயற்றியார்க்கு எண்பொருள் ஏனையிரண்டும் ஒருங்கு	ஒன்பொருள் காள்ப்ப இயற்றி யார்க்கு என்பொருள் ஏனை இரண்டும் ஒருங்கு	ஒண்பொருள் காழ்ப்ப இயற்றியார்க்கு எண்பொருள் ஏனையிரண்டும் ஒருங்கு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338881.mp3	ரத்தவெறி கொண்டலையும் நால்வருணம் ஏனிரங்கும்	ரத்தவெறிக கொண்டலையும் நாள்வருணம் ஏனிரங்கும்	ரத்தவெறி கொண்டலையும் நால்வருணம் ஏனிரங்கும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338895.mp3	மன்னன் இளமைந்தன் எட்டு வயதுடையான்	மன்னன் இளமைந்தன் எட்டு வயதொடையான்	மன்னன் இளமைந்தன் எட்டு வயதுடையான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338912.mp3	இமைதிற எழுந்து நன்றாய் எண்ணுவாய்	இமைதிற எழுந்து நன்றாய் என்னுவாய்	இமைதிற எழுந்து நன்றாய் எண்ணுவாய்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338923.mp3	பொய்மையும் வாய்மை இடத்த புரைதீர்ந்த நன்மை பயக்கும் எனின்	பொய்ுமையும் வாய்மையிடற்க புரைததீர்ந்த நன்மைப் பயக்குேஎனின்	பொய்மையும் வாய்மை கிட்ட புரைதீர்ந்த நன்மை பயக்கும் எனின்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338958.mp3	என்னுளம் கன்னியுளம்  இணைந்	என்னுளம் கண்ணியுளம் இனைந்	என்னுளம் கன்னியுளம் இணைந்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338960.mp3	மேதினிக்குச் சேசு நாதர் எதற்கடி தோழி  முன்பு	மேதினிக்குச் சேதுநாதர் எதற்கடி தோழி முன்புச	மேதினிக்குச் சேசு நாதர் எதற்கடி தோழி முன்பு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338972.mp3	சூரியன் பூமியிலிருந்து சுமார் பதினைந்து கோடி கிலோமீட்டர் தொலைவில் உள்ளது	சூரியன் பூமையி லிருந்து சுமார் பதினைந்து கோடி்கிலோமிடடர் தொலைவில் உள்ளது	சூரியன் பூமியிலிருந்து சுமார் பதினைந்து கோடி கிலோமீட்டர் தொலைவில் உள்ளது
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338974.mp3	பிறப்பொக்கும் எல்லா உயிர்க்கும்	பிறப்பொக்கும் எல்லா உயிர்க்கும்	பிறப்பொக்கும் எல்லா உயிர்க்கும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338987.mp3	றிழுத்தபின் னேஅவன் இணங்கின தால்	ரிழுத்தபின் நேஅவன் இணங்கின தால்	றிழுத்தபின் னேஅவன் இணங்கின தால்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338989.mp3	திறத்தினாவது இன்பம் அழுக்காறு அவாவெகுளி	கிரத்தி னாவது இன்பம் அழுக்காறு அவா வெகிலி	திறத்தினாவது இன்பம் அழுக்காறு அவாவெகுளி
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21338994.mp3	வந்தால் தொகையை வட்டியும் முதலுமாய்	வந்தால் தொகை வட்டியும் முதலுமாய்	வந்தால் தொகை வட்டியும் முதலுமாய்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21339002.mp3	கண்கள் நமக்கும் உண்டு  நமக்குக்	கண்கள் நமக்கும் உண்டு நமக்குத்	கண்கள் நமக்கும் உண்டு நமக்குக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21339011.mp3	எதையோ நினைத்தாள் எதற்கோ விழித்தாள்	எதியோ நினைத்தால் எதற்கோ விளித்தாள்	எதையோ நினைத்தாள் எதற்கோ விழித்தாள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21339014.mp3	விரைவில்என் ஆட்சி யிலே  ஒரு	விரைவில்என் ஆட்சியிலே ஒரு	விரைவில்என் ஆட்சி யிலே ஒரு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21339016.mp3	பெரியாரைத் துணைக் கொள்	தெரியாரைத் துணைக்கொள்	பெரியாரைத் துணைக் கொள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21339025.mp3	என்று கூறினார் ஏதும் பதிலில்லை	என்று கூறினார் ஏதும் வதில் இல்லை	என்று கூறினார் ஏதும் பதிலில்லை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21339036.mp3	தொடுக்கப் பட்டுநின்றான்	தொடுக்கப் பட்டு நென்றான்	தொடுக்கப் பட்டுநின்றான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21339037.mp3	எவ்வெவர் உரைதனைப் பயில்வோ ராயினும்	எவ்வெவர் உரைதனைப் பயில்வோர் ாயினும்	எவ்வெவர் உரைதனைப் பயில்வோ ர் ராயினும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21339038.mp3	உள்ளம் பறித்தது நான்என்பதும்  என்றன்	உள்ளம் பரித்தது நான்என்பதும் என்றன்	உள்ளம் பறித்தது நான்என்பதும் என்றன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21339050.mp3	ராமாயணம் சொல்லி நாளைக் கழிக்கின்ற	ராமாயனம் சொல்லி நாலைக் களிக்கின்ற	ராமாயணம் சொல்லி நாளைக் கழிக்கின்ற
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21339070.mp3	சின்னதொரு கடுகுபோல் உள்ளங் கொண்டோ ன்	ஐென்னதொரு கடுகுபோல் உள்ளம் கொண்டோ இன்	சின்னதொரு கடுகுபோல் உள்ளம் கொண்டோ உன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21339074.mp3	மதுரை மீனாட்சி அம்மன் கோவில் சிற்பங்கள் அழகாக இருக்கும்	மதிரை மீனாட்சி அம்மன் கோவில் சிற்பங்கள் அழகாக இருக்கும்	மதுரை மீனாட்சி அம்மன் கோவில் சிற்பங்கள் அழகாக இருக்கும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21339126.mp3	மாலைத் தவிர்த்து வழிசெய்வ ரோஇனித் தோழி  செக்கு	மாலைத் தவிர்த்து வழிசெய்வ தோரினித் தோழி தெக்கு	மாலைத் தவிர்த்து வழிசெய்வ ரோஇனித் தோழி செக்கு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21339149.mp3	என்றுதன் அண்ண னிடத்திற் கூறினாள்	என்றுதன் அன்ண நிடற்றிற் கூறினாள்	என்றுதன் அண்ண னிடத்திற் கூறினாள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21339171.mp3	தன்னந் தனிப்பட நீயிருந்தாய்  எந்தத்	தன்ணன் தனிப்பட நீயிருந்தாய்  எந்தத்	அண்ணன் தனிப்பட நீயிருந்தாய்  எந்தத்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21339190.mp3	காற்றாலை மூலம் மின்சாரம் உற்பத்தி செய்வதில் முதலிடத்தில் உள்ள மாநிலம் தமிழ்நாடு	காற்றாலை மோலம் மின்றார மூற்ப்பத்திசைவதில் முதலிரத்தில் உள்ள மாநிலம் தமிழ்நாடு	காற்றாலை மூலம் கின்றார் உற்பத்தி செய்வதில் முதலிடத்தில் உள்ள மாநிலம் தமிழ்நாடு
