Unnamed: 0	audios	text	without_lm	with_lm
987	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21303028.wav	budukunal eand nalo 	budukunal eand nalo	budukunal eand nalo
988	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21303069.wav	muk srojavum	mukch sronjamum	muk srojavum
989	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21303070.wav	surkkinr kadlodu senran  budodadirgl  mu	surukkinru kadlodu senran butodadirukl n	surkkinr kadlodu senran budodadirgl
990	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21303074.wav	kalai vnkm 	kalai vnkam	kalai vnkm
991	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21303076.wav	didukidungaal  orukizhvi enneydthil vnd	didukidungaal uruclvi enneydthil vnd	didukidungaal uru klvi enneydthil vnd
992	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342679.wav	coodathu nduvil adu virithdu	coodathu nduvil adu virithdu	coodathu nduvil adu virithdu
993	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342681.wav	manam unernd  vlernd  ezhuchiirnruk	manm unernd vlernd elichiurnru	manam unernd vlernd ezhuchi urnruk
994	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342683.wav	   inbm ellarkum   enresolilip baryguy 	inbm ellarkum enresollib beryguy	inbm ellarkum enresolilip baryguy
995	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342685.wav	nanniy perungalicl  bathu	nnniy perungalicl bathu	nanniy perungalicl bathu
996	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342688.wav	kalike kdeike kzhikk krudinar 	kalikekrunike klik krudinar	kalike dunike eklik krudinar
997	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342690.wav	 ganni idlsilirkk   kadlre namviraivaich 	ganniurt siliruk kadlre namviraivai	gannnir sil iruk kadlre na viraivai
998	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342692.wav	collum mozhikettal  mlrk	kullum mozhikettal  mlerk	sollum mozhikettal  mlrk
999	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342706.wav	kanrum weeraer perundairuk kooddam	kanrum weeraer perundairuk kooddam	kanrum weeraer perundairuk kooddam
1000	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342709.wav	taim kdikeku ndndvittal 	saim kdikeku ndndvittal	taim kdikeku ndndvittal
1001	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342730.wav	midimai dvirththdum undo   anry	midmaid dvirththdu mundo  anry	midimai dvirthdu dundo  anry
1002	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342732.wav	bchairaththam brimary iand nattaich	bchairadtham brimary iand nattai	bchairaththam brimary iand nattai
1003	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342734.wav	mnjl kditham dirumnm allwa 	mnjl kdidam dirumnm mllwa	mnjl kditham dirumnm allwa
1004	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342738.wav	dndu ganvnum tanu makapn	dndu ganmnum tanumakk	dndu ganvnum tanum akk
1005	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342753.wav	 vrukru enran  avan	colai vrukeru enran  avan	cooli vrukru enran  avan
1006	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342754.wav	bzhimikunda arsamaiathub	bzhimikunda arsmoyathub	bzhimikunda ars moyathuk
1007	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342765.wav	gannnadi muthuvdam ganhollak katsi 	gannnadi muthuvdam kanhollak katsi	gannnadi muthuvdam ganhollak katsi
1008	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342766.wav	ban bduathukinrar 	banbduathukinrar	ban bduathukinrar
1009	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342767.wav	klaivlrb bom coll rulaivlrb bom	klaivlrbbon collrlai vlrppo	klaivlrb bon collai vlerppom
1010	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342770.wav	ilkgannul buditak iyrnrudlum vendum 	ilkannun buditak iarnrudlum veendum	ilkgannul buditak iyrnrudlum vendum
1011	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342778.wav	venkaodumaich sakattil vliahdum tolengal	vengaudumai sakattil vliahdum tolengal	ven udaimai sakattil vliahdum tolengal
1012	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21342786.wav	rundadu savi  eduathuch senre	rundadu savi eduathuch senre	rundadu savi eduathuch senre
1013	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_21448281.wav	kamnum dllidoug kalid rrnruk	kamnum dlleidoug kaid ryrnruk	kamnum dllidoug kalid rrnruk
1014	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20427259.wav	bsial annnn pathaipathike kinran 	bsial annn bdaippdike kinran	bsial annn mlaippdnike kinran
1015	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20427260.wav	vindaai uraitduven  anth	vindaai uraitiduven   anth	vindaai uraitduven   anth
1016	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20427261.wav	aryvilar nenjupol angal vlkum	arivilar nenjubol amgal vlkum	aryvilar nenjupol angal vlkum
1017	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20427262.wav	iantaru ippdie bannittu rundaa na denshn akiduvan baathuco 	iandaru ippdea bnttrundaar na dnjn aiduvm barthuko	iand aru ippdie btt rundaa na denn a iduvum baathuco
1018	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20427263.wav	iandb bkm sribarkppttdu 	iandb bkm sribarkpn patdu	iandb bkm sribarkppttdu
1019	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20427264.wav	ay enn banr 	ai ennbanr	a enn banr
1020	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20427265.wav	dukilinaib brnrith durikekuvantal   kuppn	dukilinaib brnri durikeku vandal  kuppn	dukilinaib brnri durikekuvantal  kuppn
1021	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20427266.wav	kuzhandike kenn  onru millaie 	kuzhandai kenn  bonru millaie	kuzhandai kenn  onru millaie
1022	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20427267.wav	aannand barthittan ammlaiin uchidnai 	amnand barkuttan  ammlain ochudnai	aannand barthittan  ammlaiin uchidnai
1023	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778979.wav	delinda sindaaian  deerand bulmaian	delinda sindaian dereand bulmaian	delinda sindaaian deerand bulmaian
1024	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778980.wav	dudaitdd dlaippdin arfudaitha kaddumai	dudaitd dlaippdin yrfudai dakaddumai	dudaitdd dlaippdin arfudaitha kaddumai
1025	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778981.wav	dozhumbrg lak madithdid vendam 	dozhumbruklak maditd vendam	dozhumbrg klak ddithd vendam
1026	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778982.wav	melleyyinvaik klverio  alleymlorth denin	mellyyin vaikl verio  alilumlrd denin	melleyyinvaik perio  allum rda denin
1027	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778983.wav	marnrthai dvir vereduvum niliahndll 	marnrthai dvir verduvom niliahn dll	marnrthai dvir vereduvum niliahndll
1028	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778984.wav	azhkea beankl  nmco	alhkea beankl  nmko	azhkea beankl  nmco
1029	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778985.wav	duy kudickcoru toshthaie  dand	duy kudickkoru tosthaiae  dand	duy kudickcoru toshthaie  dand
1030	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778986.wav	ammudt bnthinal	ammudr bntinal	ammudt bnthinal
1031	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778987.wav	dngalguy neettith dmiyalai munnre	dngal guynittith dmiyalai munnre	dngal kuttich dmiyalai munnre
1032	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778988.wav	enruraid dan  irusavkarkl  anth	enruraithan  iru sevkrgl  anth	enruraithan  irusavkarkl  anth
1033	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778989.wav	thannaib buwickkud arumberu manwar tozha  anth	thannai buvikud arumberu manwar  tozha  anth	thannai buwickkud arumberu manwar  tozha  anth
1034	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778990.wav	amaippurum iand manibroi atsi	amaiburum iand manibroy achi	amaippurum iand manibroi achi
1035	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778991.wav	buzhudi  kuppai  umi  ivrnrin	kuzhudi kuppai  umi  ivrnrim	buzhudi kuppai  umi  ivrnrin
1036	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778992.wav	bittupft duppuganrar  adaib	bittub bittub bukanrar   adai	vittub vittub buan ar   adai
1037	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778993.wav	nesithdu vruvorgl perukum vnnnm	nesithdu vruorkl perukum vnnnm	nesithdu vruvorgl perukum vnnnm
1038	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778994.wav	kethdnai manurkl nernri viyervai	kethnai manurkl inrnri viyervai	kethdnai manurkl nernri viyervai
1039	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778995.wav	kdleikar bdaisergdu	kdle nikrfdai sergdu	kl nikar bdaisergdu
1040	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778996.wav	kinban arumbdi vaithnl amudu 	kinban drumbdi vaith nl amudu	kinban arumbdi vaith nl amudu
1041	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778997.wav	tali yrnrvl  mal zhutdum	tali yarnrvl mellhud didum	tali yrnrvl melllum dedum
1042	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778998.wav	ddddven rirukiahl dlaiilmothith	dddd venrirukiahl  dlaiil mothith	ddddven rirukiahl  dlaiilmothith
1043	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20778999.wav	anthea kalam vandddie   byandodie 	anthea kalam vandddie  baiandodie	anthea kalam vandddie  byandodie
1044	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20779000.wav	kndenon  krfnuku aniyai  ganhlal 	kndenon  krfiniku aniyai ganhlal	kndenon  krfnuku aniyai ganhlal
1045	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20779001.wav	ottum rndlthaid  thammil	ottum rndluthai  thammel	ottum rndlthaid  thammil
1046	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20779002.wav	 uuieremku welllmall    enral mngaai  	uuier emku vellmlla   enral mngaai	uuieremku welllmall   enral mngaai
1047	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20779003.wav	ndfrhu veernrirukguy yadenin  godfnry ollumvai   nilai 	ndfrhu  veernrirukyi yadnin cotbinry ollumbai  onrum nilai	ndfrhu  veernrirukguy yadenin godfnry ollumvai  onrum nilai
1048	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20779004.wav	   enclie neemuthm ethnaie vai    enran  	en kilie  neemuthm ethnai evai  enran	enclie  neemuthm ethnaie devai  enran
1049	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20779005.wav	enru coory eantal vernrilai 	enru coory eantal vernrilai	enru coory eantal vernrilai
1050	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20779006.wav	budlvikud dkubad diyaan annon 	budlvikud dk u baddi yayan  annon	budlvikud dkubad diyaan  annon
1051	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052216.wav	urnrery mulikaiin uanmai arindaiduven 	urnreri  mulikai munmmai arindaiduven	urnrery  mulikaiin uanmai arindaiduven
1052	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052219.wav	besmudi yanilaiil ensurd tale	besmudi yanilaiil en surthale	besmudi yanilaiil ensurd tale
1053	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052222.wav	ennnenb anai ezhuthenb ivvirndum gannnenb wazhum uuirku 	ennnnb an iluthanba ivvirndum gannnnb walumuuirku	ennnenb enruthan ivvirndum gannnenb balum uuirku
1054	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052224.wav	ivelaich sumandidum weerarin toluyer	uvelai sumnndidum weeranenthol uuier	velai sumandidum veene tol uuier
1055	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052225.wav	kadu  mnkvrum krfurb bettkme 	kadu  mnkvrum krbukapn bettkme	kadu  mnkvrum kruppn bettkme
1056	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052451.wav	kanpathelam dozhilali saidan avan	kanpatellam dorilal isaidanvan	kanpathelam borlal saidan avan
1057	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052452.wav	nan buthkthai veettilee vaiathuvittu vndvittane 	nan buthukthai vettuda vaiathuvittu vndvittane	nan buthkthai veettuk vaiathuvittu vndvittane
1058	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052453.wav	romb santoshm	romb santoshm	romb santoshm
1059	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052454.wav	rundanilai marvillai mrnroruvan vnd	rundaunilai maravillai mrnroruvan vnd	rundanilai marvillai mrnroruvan vnd
1060	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052455.wav	 solaindai utaran ninre	azhkea bunjolai yndai  utaran ninre	azhkea bunjolai andai  utaran ninre
1061	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052471.wav	kozhiimthan kunjudnike collvrum wanbrundaaich	koliimthan conjudnike collvrum wanbrundaaik	kozhiimthan kunjudnike collvrum wanbrundaaich
1062	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052472.wav	klveain srppaib badea bandea mannon nedunjezhian	klviyin srppaibadea bandeamannon nedunjlian	klveain srppaib badea bandea annon nedunjezhian
1063	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052473.wav	seeraierku malaiittuch seeradaind wazhnkinrar 	seeriyrku malaittuch seeradaind wazhnkinrar	seeraierku malaiittuch seeradaind wazhnkinrar
1064	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052474.wav	ravnnkan  avannamm ivvulgam aryim 	ravnon kan  aban namam ivvulkamriim	ravnnkan  avannamm ivvulk mdiim
1065	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052475.wav	vandarkl  angaor mratdu nizhlile	vandarkl  angaor mrathu nillile	vandarkl  angaor mraiathu nizhlile
1066	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052501.wav	arivupernr bdiale ellam bernrir 	arivubernr bdiale ellam bernrir	arivupernr bdiale ellam bernrir
1067	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052502.wav	anbudaimai  anrkudipprthl ivvirndum banbudaimai ennum vzhku 	anbudaimai anr kudipperthl ivvirndum banbudaimai ennum vlku	anbudaimai anrkudipprthl ivvirndum banbudaimai ennum vlku
1068	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052503.wav	selvthaium ozhikum 	selvthaiu mlikum	selvthaium maikum
1069	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052508.wav	clnli urynjidum mamlorthden  inbk	killi urynjidum mamlrthen  inbk	killai urynjidum mamlorthden  inbk
1070	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052524.wav	kodaiike kak  yam	kodaiike kak  yam	kodaiike kak  yam
1071	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052525.wav	dlaiviyai ezhuppith dandar  kudithtal 	dlaiveyai elupfitdandar godithtal	dlaiviyai ezhupf dandar kudithtal
1072	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052528.wav	sindanaiin samook adippdaiai marnr vendum	sindanaiin samooku adippdaium marnr vendum	sindanaiin samook adippdaiai marnr vendum
1073	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052529.wav	nenjar unmale naryzhiahl condull	nenjar unmele narliahl condull	nenjar unmale naryzhiahl condull
1074	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052530.wav	kippdi yelllam erichluan dakudl	kippdi ellam eruchlun dattukl	kippdi ellam erichluan dakudl
1075	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052650.wav	vidiyrnr srcil bndiarum  vnd	vidiyrnr srsilar bndiarum vnd	vidiyrnr srciler bndiarum vnd
1076	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052982.wav	keirthisolley avannamm wazhndd vendum 	keirthdisolley avannamm wazhth vendum	keirthisolley avannamm wazh vendum
1077	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052983.wav	wazhnvdilum nlam suzhnvdilum  buvi	wazhnvdilum nlam suzhnvdilum  buvi	wazhnvdilum nlam suzhnvdilum  buvi
1078	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052985.wav	enkud dmizhn bidickkum 	enkud dmizhnb bidickkum	enkud dmizhn bidickkum
1079	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052988.wav	pereavan kudippdu sriell enre	pereavan kudippdu sriaell enre	pereavan kudippdu sriell enre
1080	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20052990.wav	onre ennnin onreyam	onre ennnin onreyam	onre ennnin onreyam
1081	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20053012.wav	veedu ber nil 	veedu br nil	veedu br nil
1082	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20053013.wav	 enketre utkaran diruppdnai   enrai  	enkedre utcarn diruppdnnai  enrai	enketre utkar diruppdnai  enrai
1083	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20053014.wav	muiladick condirukum  was mudaint	muiladick condiruppum  wasm udainr	muiladick condirukum  wasm udai
1084	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20053015.wav	 enneydthil unthandai   enmahtku 	ennidthil undandai  emmahrhu	enneydthil un dandai  enmahtku
1085	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20053016.wav	manthil enkirupp donre  adaiinre	mantpil enkghrupp donre  adnai inre	manthil enkirupp donre  adaiinre
1086	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20068793.wav	peruchali enru pereavan ninaithan 	beruchali enru pereavan ninaithan	peruchali enru pereavan ninaithan
1087	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20068794.wav	sollvum yarumillai 	sollvum yarumillai	sollvum yarumillai
1088	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20068795.wav	mnjl urikekul vand anjlike	mnjl uraikul vnd anjlai	mnjl urai ul vnd andai
1089	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20068796.wav	mudea dozhrzalai mucodi tozhrgle 	mudiya dolichalai mukodih tozhrgle	mudea di salai mucodi tozhrgle
1090	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20068797.wav	seandmizhn nattub boruner  godund	sindamizhn nattub boruner  godun	seandmizhn nattub boruner  godund
1091	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056445.wav	ore bchai bsumiah iruku	orai bchb bsumai aruku	urai bchdi bumi iruku
1092	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056446.wav	enneydam waenai yakilum cooppidu	enneydam vayinai akilum cooppidu	enneydam vaimai yakilum cooppidu
1093	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056447.wav	kattinil vndin isaivlthal	kattidil vandin isai vlthal	kattinil vndin isaivlthal
1094	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056448.wav	un beer enn	omber renl	m ber enn
1095	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056541.wav	klveainry unvinry ozhuk minry	klviyinry unvenry olukm inry	klveainry unvinry oru minry
1096	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056542.wav	selwarkl needinnro 	selvkl nidi thanro	selvb ndi manro
1097	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056543.wav	kduguyd dlaiathu azhhdlaib buktti kurukthrithd kurl	kduguy dulaict el kdlaib bukttick gozhukd arithdkurl	kduguyd dlai ael dlai buktti ozhuk anthd kurl
1098	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056544.wav	bannidaid dmizhaich serthdub	bnnidaid dvizhaich serethdu	bannidaid dmizhaich serthdub
1099	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056570.wav	kovith dayinedier  colbdaidan encaiim 	kovith dayinedier colbdaidan encaium	kovith dayinedier colbdaidan encaiim
1100	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056571.wav	navil idukaiil  nduvyru vlithddu	navil vidukaiil nduvair vlithdu	navil idukaiil nduvit vlithddu
1101	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056572.wav	nattodu nattai inaiathu male	narnrudu nattai inaiathu mele	arnrdu nattai inaiathu male
1102	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056573.wav	ennnaich stteaai eduathuch saiathu	ennai stteaai eduthuh saiathu	ennai stteaai eduathu saiathu
1103	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056574.wav	senniyinal vnngaukinrane  mahudam bunch	sonniinal vnngaukinrane  mahudam bonch	senniyinal vnngaukinrane  mahudam bunch
1104	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056592.wav	sevvne anbud dirunadu wazheave 	selvne anbuth dirunadu waleade	sevvne anbud dirunadu wazheave
1105	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056593.wav	niraiuzhaippud tolklelam evrin tolkl 	niraiuraippud tolklellam evdind tolkl	niraiuzhaippud tolklelam evrin tolkl
1106	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056595.wav	   amam amam adaium mranden   	amamav a madaium mlandane	amam avm a adaium mnandan
1107	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056599.wav	inkm arindau inngau 	inkm mrindai inngau	inkm arindau inngau
1108	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056630.wav	dirnlldt brer saiuinum nonond arnll saiyamai nnru 	drnllsr bzrhtsaiinum tonondu arnll saiyamai nnru	nllbr br sainum nonond arnll saiyamai nnru
1109	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056631.wav	onrenum dmizhrumai unrthduvta yillai 	onrenumnd vilrumai unrthuvta yillai	onrenum vrumai unrthduvta yillai
1110	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056632.wav	saivaryaer nmmidthil settai  idaiosi 	saivaryyan nmmidthu settai idaiosi	saivaryaer nmmidthil settai idaiosi
1111	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056633.wav	krh  adwar krh  kllar	krh adwar krh kllar	krh adwar krh kllar
1112	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056634.wav	wairiahm vlluvanaru muppal vaippinum	vayidiahm vlluvanurum uppal vaippinum	wairiahm vlluvanaru muppal vaippinum
1113	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056648.wav	senapathi 	senapathi	senapathi
1114	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056650.wav	vanaib bol mklaid davum	wanibolum mklaid tavum	vanaib bolum mklaid davum
1115	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056652.wav	cuvozhea nnvulkil irngaivantom nangal 	cuuvozhia nnvlkil nirngaivantom  nangal	cuvozhea nnvulkil irngaivantom  nangal
1116	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056653.wav	udeevizhi dmizha 	udee vizhai dmila	udeevizhi dmizha
1117	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056654.wav	burnreduth nchrvaib bullenve eannivittan 	burnreduth nchrvaib bulledve ennivittan	burnreduth nchrvaib bullenve eannivittan
1118	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056660.wav	amaitttal nrhvidai  mzhaibot baidan 	amaitttal nrhvijai mlaibot baidan	amaitttal nrhvidai mzhaibot baidan
1119	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056661.wav	irumbanan  sethduvittal enpillai ktke	irumbatal sethduvittal enpillai crhe	irumbanan sethduvittal enpillai ktke
1120	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056662.wav	meduvaib beyernd meduvai ndande	meduvai beyernd meduvaim ndande	meduvai beyernd meduvai ndande
1121	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056663.wav	azhhdl kadu  mlai	alhdl kadu vlai	adl kadu mlai
1122	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056664.wav	envemur sraivai 	enve ursraivai	envemur sraivai
1123	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056675.wav	kothndram onra uirundaalum  oru	kodhndram onra yrun taalum  oru	kothndram onra uirundaalum  oru
1124	/home/ubuntu/speech_data/t-seed/CommonVoice/Tamil/common_voice_ta_20056676.wav	rupfdthil ennuruvm thannltt condal 	irupfdthil ennuduvm thannuldir condal	rupfdthil ennuruvm thannltt condal
