Unnamed: 0	audios	text	without_lm	with_lm
1627	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0003.wav	i can't you don't want him do you	i can't ou do't wans him do you	i can't you don't want him do you
1628	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0004.wav	it is a resolution you ought to have formed long ago	it is a resolution you war rerformed long ago	it is a resolution you are reformed long ago
1629	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0005.wav	we all have a bit of a liking for him at the bottom of our hearts though we can't respect him	we all have a bit of a liking for him at the bottom of our hearts though we can't respect him	we all have a bit of a liking for him at the bottom of our hearts though we can't respect him
1630	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0006.wav	no i'd rather be like myself bad as i am	no i'd rather be like myself wet as i am	no i'd rather be like myself wet as i am
1631	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0007.wav	never mind my plain speaking said i it is from the best of motives	never mind my plain speaking saith i it is from the best of motives	never mind my plain speaking saith i it is from the best of motives
1632	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0008.wav	but tell me should you wish your sons to be like mister huntingdon or even like yourself	but tell me should you wish your sums to be like mister huntington or even like yourself	but tell me should you wish your sums to be like mister huntingdon or even like yourself
1633	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0009.wav	oh no i couldn't stand that	oh no i couldn't stand that	oh no i couldn't stand that
1634	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0010.wav	fire and fury	fire and fury	fire and fury
1635	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0011.wav	now don't burst into a tempest at that	now don't pours into a tempested dad	now don't pours into a tempest dead
1636	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0012.wav	but hang it that's not my fault	but hang it it's not my fault	but hang it it's not my fault
1637	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0013.wav	not years for she's only five and twenty	not years for she's only five and twenty	not years for she's only five and twenty
1638	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0014.wav	what would you make of me and the children to be sure that worry her to death between them	what doud you make of me and the children to be sure that were ahurt death between them	what would you make of me and the children to be sure that were hurt death between them
1639	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0015.wav	i know they are bless them	i know they are bless them	i know they are bless them
1640	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0016.wav	he followed me into the library	is all of me into the library	is all of me into the library
1641	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0017.wav	i sought out and put into his hands two of milicent's letters one dated from london and written during one of his wildest seasons of reckless dissipation the other in the country during a lucid interval	i sought hout and put into his hands two of militant's letters one did it from london and written during one of his wildest seasons of reckless dissipation the other in the country during a lusy dhe interval	i sought out and put into his hands two of milicent's letters one did it from london and written during one of his wildest seasons of reckless dissipation the other in the country during a lucid interval
1642	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0018.wav	the former was full of trouble and anguish not accusing him but deeply regretting his connection with his profligate companions abusing mister grimsby and others insinuating bitter things against mister huntingdon and most ingeniously throwing the blame of her husband's misconduct on to other men's shoulders	the former was full of trouble and anguish not accusing him but deeply regretting his connection with his profligate companions abusing mister grimsby and others insinuating bitter things against mister huntendon and most ingenuously throwing the blame of her husband's misconduct on the other men's shoulders	the former was full of trouble and anguish not accusing him but deeply regretting his connection with his profligate companions abusing mister grimsby and others insinuating bitter things against mister huntingdon and most ingeniously throwing the blame of her husband's misconduct on the other men's shoulders
1643	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0019.wav	i've been a cursed rascal god knows said he as he gave it a hearty squeeze but you see if i don't make amends for it d n me if i don't	i've been a cursed rascal god knows said he as he gave it a earthly squeeze but you see if i don't make a mens for it dand me if i don't	i've been a cursed rascal god knows said he as he gave it a earthly squeeze but you see if i don't make amends for it and me if i don't
1644	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0020.wav	if you intend to reform invoke god's blessing his mercy and his aid not his curse	if you intend to reform invoke god's blessing is meracy in this abe nort is curse	if you intend to reform invoke god's blessing is mercy in this ape not his curse
1645	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0021.wav	god help me then for i'm sure i need it	god help me then for i'm sure i need it	god help me then for i'm sure i need it
1646	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0022.wav	where's milicent	where is millicent	where is milicent
1647	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0023.wav	nay not i said he turning her round and pushing her towards me	nay not i said he turning it arund and pushing it towards me	nay not i said he turning it around and pushing it towards me
1648	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0024.wav	milicent flew to thank me overflowing with gratitude	millicent flew to thank me overwhelming its gratitude	milicent flew to thank me overwhelmed its gratitude
1649	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0025.wav	cried she i couldn't have influenced him i'm sure by anything that i could have said	cried she i couldn't have influenced him i'm sure by anything that i could have said	cried she i couldn't have influenced him i'm sure by anything that i could have said
1650	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0026.wav	you never tried me milly said he	you never tried me merly said he	you never tried me merely said he
1651	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/533-131564-0027.wav	after that they will repair to their country home	after that they will repair to their country home	after that they will repair to their country home
1652	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0000.wav	captain lake did not look at all like a london dandy now	captain leake did not look at all like a london dandy now	captain lake did not look at all like a london dandy now
1653	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0001.wav	there was a very natural savagery and dejection there and a wild leer in his yellow eyes rachel sat down	there was a very natural savagery and dejection there and a wild lur in his yellow eyes rachel sat down	there was a very natural savagery and dejection there and a wild led in his yellow eyes rachel sat down
1654	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0002.wav	a slave only think a slave	a slave only think a slave	a slave only think a slave
1655	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0003.wav	oh frightful frightful is it a dream	oh frightful frightful is it a dream	oh frightful frightful is it a dream
1656	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0004.wav	oh frightful frightful	oh frightful frightful	oh frightful frightful
1657	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0005.wav	stanley stanley it would be mercy to kill me she broke out again	stanley stanley it would be mercy to kill me she broke hour again	stanley stanley it would be mercy to kill me she broke out again
1658	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0006.wav	bright and natty were the chintz curtains and the little toilet set out not inelegantly and her pet piping goldfinch asleep on his perch with his bit of sugar between the wires of his cage her pillow so white and unpressed with its little edging of lace	bright and natty with its chin scurtans and the little toilet set out not inelegantly and her pet piping gold french asleep on his perch with is bit of sugar between the wires of hi scage her pillow so white and unpressed with its little edging of lace	bright and natty with his chin curtains and the little toilet set out not inelegantly and her pet piping gold french asleep on his perch with a bit of sugar between the wires of his cage her pillow so white and unpressed with its little edging of lace
1659	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0007.wav	when he came back to the drawing room a toilet bottle of eau de cologne in his hand with her lace handkerchief he bathed her temples and forehead	when he came back to the drawing room a toilet bottle of old cloon in his hand with her lase handkerchief he bathed her temples and forehead	when he came back to the drawing room a toilet bottle of oll gloom in his hand with her lace handkerchief he bathed her temples and forehead
1660	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0008.wav	there was nothing very brotherly in his look as he peered into her pale sharp features during the process	there was nothing very brotherly in his look as he peered into pale sharp features during the process	there was nothing very brotherly in his look as he peered into pale sharp features during the process
1661	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0009.wav	there don't mind me she said sharply and getting up she looked down at her dress and thin shoes and seeming to recollect herself she took the candle he had just set down and went swiftly to her room	there don't mind me she said sharply and getting up she looked down at her dress and thin shoes and seeming to recollect herself she took the candle he had just set down and went swiftly to her room	there don't mind me she said sharply and getting up she looked down at her dress and thin shoes and seeming to recollect herself she took the candle he had just sat down and went swiftly to her room
1662	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0010.wav	and she threw back her veil and going hurriedly to the toilet mechanically surveyed herself in the glass	and she threw back her veil and going heartily to the toilet mechanically surveyed herself im the glass	and she threw back her veil and going heartily to the toilet mechanically surveyed herself in the glass
1663	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0011.wav	rachel lake rachel lake what are you now	rachell leak rachel leak what are you now	rachel lead rachel lead what are you now
1664	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0012.wav	i'll stay here that is in the drawing room she answered and the face was withdrawn	i'll stay here that is in the drawing room she answered and the face was withdrawn	i'll stay here that is in the drawing room she answered and the face was withdrawn
1665	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0013.wav	he slackened his pace and tapped sharply at the little window of that modest post office at which the young ladies in the pony carriage had pulled up the day before and within which luke waggot was wont to sleep in a sort of wooden box that folded up and appeared to be a chest of drawers all day	he slackened the space and tapped sharply at the little window of that modest post office at which the young ladies in the pony carriage had pulled up the day before and within which luke wagget was wont to sleep in a sort of wooden box that folded up and appeared to be a chest of drawers all day	he slackened the space and tapped sharply at the little window of that modest post office at which the young ladies in the pony carriage had pulled up the day before and within which luke waggot was wont to sleep in a sort of wooden box that folded up and appeared to be a chest of drawers all day
1666	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0014.wav	luke took care of mister larkin's dogs and groomed mister wylder's horse and cleaned up his dog cart for mark being close about money and finding that the thing was to be done more cheaply that way put up his horse and dog cart in the post office premises and so evaded the livery charges of the brandon arms	luke took care of mister lawkins dog and groomed mister wilder's horse and cleaned up his dog cart for mark being close about money and finding that the thing was to be done more cheaply that way put up his horse and dog cart in the post office premises and so evaded the livery charges of the brandon arms	luke took care of mister larkin's dog and groomed mister wylder's horse and cleaned up his dog cart for mark being closed about money and finding that the thing was to be done more cheaply that way put up his horse and dog cart in the post office premises and so evaded the livery charges of the brandon arms
1667	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0015.wav	but luke was not there and captain lake recollecting his habits and his haunt hurried on to the silver lion which has its gable towards the common only about a hundred steps away for distances are not great in gylingden	but luke was not there and captain leak recollecting his habits and his haunt hurried on to the silver line which has its cable towards the common only about a hundred steps away for distances at not great in dylingdon	but luke was not there and captain lake recollecting his habits and his haunt hurried on to the silver line which has its able towards the common only about a hundred steps away for distances are not great in gylingden
1668	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0016.wav	here were the flow of soul and of stout long pipes long yarns and tolerably long credits and the humble scapegraces of the town resorted thither for the pleasures of a club life and often revelled deep into the small hours of the morning	here where the flow of soul and of stout long pipes long yarns and tolerably long credits and the humblescape graces of the town resorted thither for the pleasures of a club life and often revealed deep into the small hours of the morning	here where the flow of soul and of stout long pipes long yarns and tolerably long credits and the humble scapegraces of the town resorted thither for the pleasures of a club life and often revelled deep into the small hours of the morning
1669	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0017.wav	lose no time and i'll give you half a crown	lose no time and i'll give you half a crown	lose no time and i'll give you half a crown
1670	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0018.wav	luke stuck on his greasy wideawake and in a few minutes more the dog cart was trundled out into the lane and the horse harnessed went between the shafts with that wonderful cheerfulness with which they bear to be called up under startling circumstances at unseasonable hours	luke stuck hom less greasy wide awak and in a few minutes more the dock cart was trundled out into the lin and the horse hinest went between the shafts with that wonderful cheerfulness with which they beared to be called up under startling circumstances and unseasonable hours	luke stuck homeless greasy wideawake and in a few minutes more the dock cart was trundled out into the line and the horse honest went between the shafts with that wonderful cheerfulness with which they bear to be called up under startling circumstances and unseasonable hours
1671	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-32873-0019.wav	if i thought you'd fail me now tamar i should never come back good night tamar	if i thought you'd fail me now to morrow i should never come back good night tomorrow	if i thought you'd fail me now tomorrow i should never come back good night tomorrow
1672	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0000.wav	the act said that in case of difference of opinion there must be a ballot	the act said that in case of difference of opinion there must be a ballot	the act said that in case of difference of opinion there must be a ballot
1673	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0001.wav	he went up to the table and striking it with his finger ring he shouted loudly a ballot	he went up to the table and striking it with his fingerring he shouted loudly a ballot	he went up to the table and striking it with his finger ring he shouted loudly a ballot
1674	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0002.wav	he was shouting for the very course sergey ivanovitch had proposed but it was evident that he hated him and all his party and this feeling of hatred spread through the whole party and roused in opposition to it the same vindictiveness though in a more seemly form on the other side	he was shouting for the very coarse surgey evinnovitch had proposed but it was evident that he hated him and all his party and this feeling of hatred spread through the whole party and drowsed in opposition to it the same vindictiveness though in a more seemly form on the other side	he was shouting for the very course sergey ivanovitch had proposed but it was evident that he hated him and all his party and this feeling of hatred spread through the whole party and roused in opposition to it the same vindictiveness though in a more seemly form on the other side
1675	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0003.wav	shouts were raised and for a moment all was confusion so that the marshal of the province had to call for order a ballot	shouts were raised and for a moment all was confusion so that the marshal of the province had to call for otto a ballot	shouts were raised and for a moment all was confusion so that the marshal of the province had to call for otto a ballot
1676	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0004.wav	we shed our blood for our country	we shed up blood for our country	we shed up blood for our country
1677	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0005.wav	the confidence of the monarch no checking the accounts of the marshal he's not a cashier but that's not the point	the confidence of the monarch not checking the accounts of the marshal he's not a cashier but that's anot the point	the confidence of the monarch not checking the accounts of the marshal he's not a cashier but that's not the point
1678	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0006.wav	votes please beastly	votes please beasly	votes please bessy
1679	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0007.wav	they expressed the most implacable hatred	they expressed the most implackable hatred	they expressed the most implacable hatred
1680	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0008.wav	levin did not in the least understand what was the matter and he marveled at the passion with which it was disputed whether or not the decision about flerov should be put to the vote	levin did not in the least understand what was the matter and he marvelled at the passion with which it was disputed whether or not the desision above flerov should be put to the vote	levin did not in the least understand what was the matter and he marveled at the passion with which it was disputed whether or not the decision above flerov should be put to the vote
1681	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0009.wav	he forgot as sergey ivanovitch explained to him afterwards this syllogism that it was necessary for the public good to get rid of the marshal of the province that to get rid of the marshal it was necessary to have a majority of votes that to get a majority of votes it was necessary to secure flerov's right to vote that to secure the recognition of flerov's right to vote they must decide on the interpretation to be put on the act	he forgot as ser gievenevich explained to him afterwards this siligism that it was necessary for the public good to get rid of the marthal of the province that to get rid of the marshal it was necessary to have a majority of votes that to get a majority of votes it was necessary to secure flerov's right to vote that to secure the recognition of flerov's right to vote they must decide on the interpretation to be put on the act	he forgot as sir ivanovitch explained to him afterwards this syllogism that it was necessary for the public good to get rid of the marshal of the province that to get rid of the marshal it was necessary to have a majority of votes that to get a majority of votes it was necessary to secure flerov's right to vote that to secure the recognition of flerov's right to vote they must decide on the interpretation to be put on the act
1682	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0010.wav	but levin forgot all that and it was painful to him to see all these excellent persons for whom he had a respect in such an unpleasant and vicious state of excitement	but levin forgot all that and it was painful to him to see all these excellent persons for whom he had a respect in such an unpleasant and vicious state of excitement	but levin forgot all that and it was painful to him to see all these excellent persons for whom he had a respect in such an unpleasant and vicious state of excitement
1683	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0011.wav	to escape from this painful feeling he went away into the other room where there was nobody except the waiters at the refreshment bar	to escape from this painful feeling he went away into the other room where there was nobody except the waiters at the rfreshment bar	to escape from this painful feeling he went away into the other room where there was nobody except the waiters at the refreshment bar
1684	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0012.wav	he particularly liked the way one gray whiskered waiter who showed his scorn for the other younger ones and was jeered at by them was teaching them how to fold up napkins properly	he particularly liked the way one grawiskerd waiter who showed a scorn for the other younger ones and was jured at by them was teaching them how to fold up napkins properly	he particularly liked the way one grey whiskered waiter who showed a scorn for the other younger ones and was jeered at by them was teaching them how to fold up napkins properly
1685	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0013.wav	levin advanced but utterly forgetting what he was to do and much embarrassed he turned to sergey ivanovitch with the question where am i to put it	levin advanced but utterly forgetting what he was to do and much embarrassed he turned to sergi evenovich with the question where am i to put it	levin advanced but utterly forgetting what he was to do and much embarrassed he turned to sergey ivanovitch with the question where am i to put it
1686	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0014.wav	sergey ivanovitch frowned	sergi even a wich crowned	see even a witch crowned
1687	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0015.wav	that is a matter for each man's own decision he said severely	that is a matter for each man's own decision he said severely	that is a matter for each man's own decision he said severely
1688	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0016.wav	having put it in he recollected that he ought to have thrust his left hand too and so he thrust it in though too late and still more overcome with confusion he beat a hasty retreat into the background	having put it in he recollected that he ought to have thrust his left hand to and so he thrusted him though too late and still more overcome with confusion he beat a hasty retreat into the background	having put it in he recollected that he ought to have thrust his left hand to and so he trusted him though too late and still more overcome with confusion he beat a hasty retreat into the background
1689	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0017.wav	a hundred and twenty six for admission ninety eight against	a hundred and twenty six for admission ninety eight against	a hundred and twenty six for admission ninety eight against
1690	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0018.wav	sang out the voice of the secretary who could not pronounce the letter r	sang ol the voice of the secretary who could not pronounce the letter r	sang on the voice of the secretary who could not pronounce the letter r
1691	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0019.wav	then there was a laugh a button and two nuts were found in the box	then there was a laugh a buttom and two nots were found in the box	then there was a laugh a bottom and two nuts were found in the box
1692	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0020.wav	but the old party did not consider themselves conquered	but the old party did not consider themselves conquered	but the old party did not consider themselves conquered
1693	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0021.wav	in reply snetkov spoke of the trust the noblemen of the province had placed in him the affection they had shown him which he did not deserve as his only merit had been his attachment to the nobility to whom he had devoted twelve years of service	in reply snutkov spoke of the trust the nobleman of the province had placed in him the affection they had shown him which he did not deserve as his only merit had been his attachment to the nobility to whom he had devoted twelve years of service	in reply snetkov spoke of the trust the nobleman of the province had placed in him the affection they had shown him which he did not deserve as his only merit had been his attachment to the nobility to whom he had devoted twelve years of service
1694	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0022.wav	this expression in the marshal's face was particularly touching to levin because only the day before he had been at his house about his trustee business and had seen him in all his grandeur a kind hearted fatherly man	this expression in the marshall's face was particularly touching to levin because only the day before he had been at his house about his trusty business and had seen him in all his grandeure a kind hearted fatherly man	this expression in the marshal's face was particularly touching to levin because only the day before he had been at his house about his trust business and had seen him in all his grandeur a kind hearted fatherly man
1695	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0023.wav	if there are men younger and more deserving than i let them serve	if there are men younger and more deserving than i let them serve	if there are men younger and more deserving than i let them serve
1696	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0024.wav	and the marshal disappeared through a side door	and the marshal disappeared through a side door	and the marshal disappeared through a side door
1697	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0025.wav	they were to proceed immediately to the election	they were to proceed immediately to the election	they were to proceed immediately to the election
1698	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0026.wav	two noble gentlemen who had a weakness for strong drink had been made drunk by the partisans of snetkov and a third had been robbed of his uniform	two noble gentlemen who had a weakness for strong drink had been made drunk by the partisans of snetcorv and a third had been robbed of his uniform	two noble gentlemen who had a weakness for strong drink had been made drunk by the partisans of snetkov and a third had been robbed of his uniform
1699	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41168-0027.wav	on learning this the new party had made haste during the dispute about flerov to send some of their men in a sledge to clothe the stripped gentleman and to bring along one of the intoxicated to the meeting	on learning this the new party had made haste during the dispute about flerop to send some of their men in a sledge to clothe the stript gentlemen and to bring along one of the intoxicated to the meeting	on learning this the new party had made haste during the dispute about flerov to send some of their men in a sledge to clothe the stripped gentlemen and to bring along one of the intoxicated to the meeting
1700	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0000.wav	levin did not care to eat and he was not smoking he did not want to join his own friends that is sergey ivanovitch stepan arkadyevitch sviazhsky and the rest because vronsky in his equerry's uniform was standing with them in eager conversation	leven did not care to eat and he was not smoking he did not want to join his own friends that is sergey evenovich stepan archidevich sviesky and the rest because bronsky in is equirie's uniform was standling with them in eager conversation	levin did not care to eat and he was not smoking he did not want to join his own friends that is sergey ivanovitch stepan arkadyevitch spake and the rest because vronsky in his esquires uniform was standing with them in eager conversation
1701	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0001.wav	he went to the window and sat down scanning the groups and listening to what was being said around him	he went to the window and sat down scanning the groups and listening to what was being said around him	he went to the window and sat down scanning the groups and listening to what was being said around him
1702	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0002.wav	he's such a blackguard	he's such a blank ord	he's such a blank odd
1703	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0003.wav	i have told him so but it makes no difference only think of it	i have told him so but it makes no difference only think of it	i have told him so but it makes no difference only think of it
1704	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0004.wav	these persons were unmistakably seeking a place where they could talk without being overheard	these persons were unmistakably seeking a place where they could talk without being overheard	these persons were unmistakably seeking a place where they could talk without being overheard
1705	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0005.wav	shall we go on your excellency fine champagne	shall we go on your excellency fine champagne	shall we go on your excellency fine champagne
1706	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0006.wav	last year at our district marshal nikolay ivanovitch's	last year at our district marshall nikolay eviniviches	last year at our district marshal nikolay ivanovitch's
1707	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0007.wav	oh still just the same always at a loss the landowner answered with a resigned smile but with an expression of serenity and conviction that so it must be	oh still just the same always at a loss the landowner answered with a resigned smile but with an expression of serenity and conviction that so it must be	oh still just the same always at a loss the landowner answered with a resigned smile but with an expression of serenity and conviction that so it must be
1708	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0008.wav	why what is there to understand	why what is there to understand	why what is there to understand
1709	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0009.wav	there's no meaning in it at all	there is no meaning in it at all	there is no meaning in it at all
1710	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0010.wav	then too one must keep up connections	then too one must keep up connections	then to one must keep up connections
1711	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0011.wav	it's a moral obligation of a sort	it's a mortal obligation of a sort	it's a mortal obligation of a sort
1712	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0012.wav	and then to tell the truth there's one's own interests	and then to tell the truth this is one's own interest	and then to tell the truth this is one's own interest
1713	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0013.wav	they're proprietors of a sort but we're the landowners	they are proprietors of a sault but we are the land owners	they are proprietors of assault but we are the land owners
1714	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0014.wav	that it may be but still it ought to be treated a little more respectfully	that it may be but still it ought to be treated a little more respectfully	that it may be but still it ought to be treated a little more respectfully
1715	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0015.wav	if we're laying out a garden planning one before the house you know and there you've a tree that's stood for centuries in the very spot old and gnarled it may be and yet you don't cut down the old fellow to make room for the flowerbeds but lay out your beds so as to take advantage of the tree	if we are laying out a garden planning one before the house you know and there you have a tree that stood for centuries in the very spot old and nawled it may be and yet you don't cut down the old fellow to make room for the flower beds but lay out your beds so as to take advantage of the tree	if we are laying out a garden planning one before the house you know and there you have a tree that stood for centuries in the very spot old and gnarled it may be and yet you don't cut down the old fellow to make room for the flowerbeds but lay out your beds so as to take advantage of the tree
1716	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0016.wav	well and how is your land doing	well and how is your land doing	well and how is your land doing
1717	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0017.wav	but one's work is thrown in for nothing	but one's work as thronen for nothing	but one's work is thrown in for nothing
1718	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0018.wav	oh well one does it what would you have	oh well one does it what would you have	oh well one does it what would you have
1719	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0019.wav	and what's more the landowner went on leaning his elbows on the window and chatting on my son i must tell you has no taste for it	and ate more the land owner went on leaning his elbows on the window and chatting on my son i must tell you has no taste for it	and once more the landowner went on leaning his elbows on the window and chatting on my son i must tell you has no taste for it
1720	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0020.wav	so there'll be no one to keep it up and yet one does it	so there'll be no one to keep it up and yet one does it	so there'll be no one to keep it up and yet one does it
1721	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0021.wav	we walked about the fields and the garden no said he stepan vassilievitch everything's well looked after but your garden's neglected	we walked about the fields and the garden no said he step on miss livich everything's well looked after but your gardens neglected	we walked about the fields and the garden no said he step on miss live everything's well looked after but your garden's neglected
1722	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0022.wav	to my thinking i'd cut down that lime tree	to mind thinking i'd cut down that lime tree	to mind thinking i'd cut down that lime tree
1723	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0023.wav	here you've thousands of limes and each would make two good bundles of bark	here you've thousands of limes and each would make two good bundles of barc	here are thousands of limes and each would make two good bundles of bark
1724	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0024.wav	you're married i've heard said the landowner	you're married i heard said the landdowner	you're married i heard said the landowner
1725	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0025.wav	yes it's rather strange he went on	yes it's rather strange he went on	yes it's rather strange he went on
1726	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0026.wav	the landowner chuckled under his white mustaches	the landowner choccoled under his white mustashes	the landowner chuckled under his white mustaches
1727	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0027.wav	why don't we cut down our parks for timber	why don't we cut down our parxs for tumble	why don't we cut down our park for tumble
1728	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0028.wav	said levin returning to a thought that had struck him	said levin returning to a thought that had struck him	said levin returning to a thought that had struck him
1729	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0029.wav	there's a class instinct too of what one ought and oughtn't to do	there's a class instinct too of what one ought and ought not to do	there's a class instinct too of what one ought and ought not to do
