audios	text	without_lm	with_lm
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20529544.mp3	எங்கள் வாழ்வும் எங்கள் வளமும்	எங்கள் வாழ்வும் எங்கள் வளமும்	எங்கள் வாழ்வும் எங்கள் வளமும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20529545.mp3	பெருஞ்சிரிப்பின் ஒளிமுத்தோ நிலவே நீதான்	பெருஞ்சிரிப்பின் ஒளிமுகர்தோ நிலவே நீதான்	பெருஞ்சிரிப்பின் ஒளிமுத்தோ நிலவே நீதான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20529546.mp3	அடைகின்ற காதலுக்கும் மாற்றமுண்டோ	நடைகின்று காதலுக்கும் மாற்றமுண்டோ	அடைகின்ற காதலுக்கும் மாற்றமுண்டோ
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20529547.mp3	இடம்பட வீடு எடேல்	இடம்பட வீடுஎடேல்	இடம்பட வீடு எடேல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20529548.mp3	மனமொழி மெய்ஒன்றி மகிழுதல் இனிதா	மணமொழி மெய்யொன்றி மகிருதல் இனிதார்	மனமொழி மெய்ஒன்றி மகிழுதல் இனிதா
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21346261.mp3	தீயாகிக் கொளுத்திவிட்டாய் எம்மையெல்லாம்	தீயாகிக் கொளுத்திவிட்டாய் எம்மையெல்லாம்	தீயாகிக் கொளுத்திவிட்டாய் எம்மையெல்லாம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21346262.mp3	தருமத்தை ஒருநாளும் கெடுக்க வேண்டாம்	தருமத்தை ஒரு நாலும் கெடுக்க வேண்டாம்	தருமத்தை ஒரு நாலும் கெடுக்க வேண்டாம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21346301.mp3	வித்தென்று தக்கை விலகி வெடிப்பதை	வித்தென்ற தக்கை விலகி விடிப்பதை்	வித்தென்று தக்கை விலகி வெடிப்பதை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21346344.mp3	எண்ணிய எண்ணியாங்கு எய்தும் திண்ணியன்	எண்ணிய எண்ணியாங்கு எய்தம் தின்னியன்	எண்ணிய எண்ணியாங்கு எய்தும் திண்ணியன்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21346345.mp3	விண்ணப்பம் ஒப்பினள் புன்னகையால்	விண்ணப்ப ஓப்பினனல் புன்னகையால்	விண்ணப்பம் ஒப்பினள் புன்னகையால்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21346350.mp3	காராரும் வானத்தில் காணும் முழுநிலவே	காராரும் வானத்தல் கானும் மொழி நிலவே	காராரும் வானத்தில் காணும் மொழி நிலவே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21346352.mp3	கேடில்லை நன்மை கிடைக்குமன்றோ தோழர்களே	கேடில்லை நன்மை கிடைக்குமன்றோ தோளர்களே	கேடில்லை நன்மை கிடைக்குமன்றோ தோழர்களே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21346369.mp3	ஆர்த்திடும் யந்திரக் கூட்டங்களே  உங்கள்	ஆத்திடும் எந்திரக் கூட்டங்களே   உங்கள்	ஆர்த்திடும் யந்திரக் கூட்டங்களே   உங்கள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21346370.mp3	பின்னும் அழைக்கும் சிட்டு	பின்னும் மழைக்கும் சிட்துப்	பின்னும் அழைக்கும் சிட்டுப்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21346372.mp3	அலைபட்ட மனதிற்கு அமைதிக்கு வழியாம்	அலைபட்ட மனதிற்கு அமதிக்கு வழியாம்	அலைபட்ட மனதிற்கு அமைதிக்கு வழியாம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21346384.mp3	மாற்றானுக்கு இடம் கொடேல்	மாற்றா னுக்கு இடம்கொடேல்	மாற்றானுக்கு இடம் கொடேல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21346385.mp3	தெருப் பக்கத்தில் இருக்கும் அறையில்	தெருப்பக்கத்தில் இருக்கும் அரையில்	தெருப் பக்கத்தில் இருக்கும் அறையில்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21346386.mp3	என்று கூறி  எங்கே செருப்பும்	என்று கூறி எங்கே சிருப்பும்	என்று கூறி எங்கே செருப்பும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21346387.mp3	சங்கிலி படைத்தாள் தலைவருக் காகவே	சங்கிலி படைத்தாள் தலைவருக் காகவே	சங்கிலி படைத்தாள் தலைவருக் காகவே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21346388.mp3	விஸ்வரூ பப்பெருமை மேலேறும் வன்மைகள்	வுஷருபப் பெருமை நேலேரும் வண்மைகள்	விருப்பப் பெருமை மேலேறும் வன்மைகள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21354523.mp3	எண்பொருள வாகச் செலச்சொல்லித் தான்பிறர்வாய் நுண்பொருள் காண்பதறிவு	என்பொர்லவாகச் செலச்சொல்லித் தான்பிரர்வாய் நுன்பொருள் காண்ப தரிவு	எண்பொருள வாகச் செலச்சொல்லித் தான்பிறர்வாய் நுண்பொருள் காண்பதறிவு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21354529.mp3	நிறையுடைமை நீங்காமை வேண்டின் பொறையுடைமை போற்றியொழுகப்படும்	நிறையுடையமை நீங்காமை வேண்டின் புரையுடைமைப போற்றி யொழுகப் படும்	நிறையுடைமை நீங்காமை வேண்டின் பொறையுடைமை போற்றியொழுகப்படும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21354767.mp3	வையத்தில் இந்நிலை எய்தப் புரிந்தோம்	பையத்தில் இந்நிலை யய்தப் புரிந்தோம்	வையத்தில் இந்நிலை எய்தப் புரிந்தோம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21354768.mp3	இளமை ததும்ப எழிலும் ததும்பக்	இளமைத் ததம்ப எழிலும் ததும்பக்	இளமை ததும்ப எழிலும் ததும்பக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21354770.mp3	அன்பெனும் நன்முர செங்கும் முழக்கினர் தோழா  அந்தக்	அண்பெனும் நன் முரசிங்கும் முழங்கினர் தோழா அந்தக்	அன்பெனும் நன்முர செங்கும் முழக்கினர் தோழா அந்தக்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21354772.mp3	அழகான ரங்கோலி கோலம் போட கற்றுக் கொள்ள வேண்டும்	அழகான ரங்கோலி கோலம் போடக் கற்றுக்கொல்ல வேண்டும்	அழகான ரங்கோலி கோலம் போட கற்றுக் கொல்ல வேண்டும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21354773.mp3	இன்பம் எனத்தமிழ் நாட்டினர் எண்ணுக	இன்பம் எனத் தமிழாட்டினர் என்னுக	இன்பம் என் தமிழ்நாட்டின் என்னு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21354774.mp3	என்ன சத்தம் அங்கே	என்ன சத்தம்அங்கே	என்ன சத்தம் அங்கே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21354775.mp3	எதுபொருள் என்னும் இருவிழி யிலாரும்	எதுபொருள் என்னும் இருவிழி லாரும்	எதுபொருள் என்னும் இருவிழி யாரும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21354776.mp3	பகைப்புலம் மாய்ப்ப தற்கும்	பகைபுலம் மாய்ப்ப தற்கும்	பகைப்புலம் மாய்ப்ப தற்கும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21354788.mp3	நீட்டாண்மைக் காரி எனக்கென்ன நீதருவாய்	நீட்டாமை காரி எனக் கென்ன நீத்தருவாய்	நீட்டாண்மைக் காரி எனக்கென்ன நீதருவாய்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21354789.mp3	சூழ்கின்ற பேதமும் அந்தத் தொகையிருக்கும்	சூழ்கின்ற பேதமும் அந்தத் தொகை இருக்கும்	சூழ்கின்ற பேதமும் அந்தத் தொகை இருக்கும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21354790.mp3	தமிழின் அமுதத் தன்மையும் நன்மையும்	தமிழ்என் அமுதத் தன்மையும் நண்மையும்	தமிழ் என் அமுதத் தன்மையும் நன்மையும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_21354792.mp3	உயிரை இழக்க ஒப்பாது கிடந்தது	உயிரை இழக்க ஒப்பாது கிடந்தது	உயிரை இழக்க ஒப்பாது கிடந்தது
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19332549.mp3	வேண்டி வினை செயேல்	வேண்டி வினைத் தேயல்	வேண்டி வினை தையல்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19332550.mp3	மைத்துனர் எதிரில் மாட்டுக் கொட்டிலில்	மைத்துணர் எண்டில் மாட்டுக் கொட்டிலில்	மைத்துனர் கண்ணில் மாட்டுக் கொட்டிலில்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19332551.mp3	குட்டிச் சுவரின் கோடியி லிருக்கும்	ஒொட்டிச் சுவரஎன் கோடியி லிருக்கும்	குட்டிச் சுவரின் கோடியி லிருக்கும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19332552.mp3	கண்ணின் கடைப்பார்வை காதலியர் காட்டிவிட்டால்	கண்ணன் உடைப் பார்வை காதலியர் காட்டி விட்டான்	அண்ணன் கடைப்பார்வை காதலியர் காட்டிவிட்டான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19332553.mp3	பாரடா உனது மானிடப் பரப்பை	பாரடா உனது மானிடப் பறப்பைப்	பாரடா உனது மானிடப் பரப்பை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19332604.mp3	செகம் முழங்கிடுவாய்	சஹம் முலங்கிடுவாய்	செகம் முழங்கிடுவாய்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19332605.mp3	கதிதன்னை நீநிச் சயம்செய்க கண்ணே	கதிதன்னை நீனிச் சுயம்செய்க கண்ணே	கதிதன்னை நீநிச் சயம்செய்க கண்ணே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19332607.mp3	வலது கையில் வைத்தான் கத்தியை	வளதுகையில் வைத்தான் கத்தியை	வலது கையில் வைத்தான் கத்தியை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19332613.mp3	வாலிழந்து போன மந்தி முகத்தாள்	வாலஇளந்து போன மந்திமுகத்தாள்	வாலிழந்து போன மந்தி முகத்தாள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422304.mp3	குறித்தபடி உள்ளதுவா என்றுகேட்டேன்	குறித்தபடி விளதவா என்று கிழ்கெட்	குறித்தபடி வழுவா என்று கிரிக்கெட்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422308.mp3	கவிதை புனையக் கற்றா ளில்லை	கவிதை புரியக் கற்றழுதில்லை	கவிதை புனையக் கற்று யில்லை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422327.mp3	சிறுமுதலால் லாபம் சிறிதாகும் ஆயிரம்பேர்	சிறநமுதலால் லாவம் சறிதாரம் ஆயிரம்பேர்	சிறுமுதலால் லாபம் சரி தாரம் ஆயிரம்பேர்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422329.mp3	அன்பினைச் சித்திரம் செய்கஎன்றார்	அன்பினச் சித்திரம்செய்கர் என்ற	அன்பினைச் சித்திரம் செய்க என்ற
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422331.mp3	கோட்டைப் பவுன்உருக்கிச்  செய்த	கோட்டைப் பவன் ஒருகிச் செய் தக்	கோட்டைப் பவுன்உருக்கிச் செய்தற்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422332.mp3	கங்கையைப்போல் காவிரிபோல் கருத்துக்கள் ஊறுமுள்ளம்	கங்கையைமான் காவிடிபோன் கருத்துக்கள் ஒகருநுள்ளம்	கங்கை வான் காவிரிபோல் கருத்துக்கள் ஒரு முள்ளம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422346.mp3	உழைப்பு	உளைப்பு	உழைப்பு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422349.mp3	யாகாவார் ஆயினும் நாகாக்க காவாக்கால் சோகாப்பர் சொல்லிழுக்குப் பட்டு	யாஹாவார் ஆதினும் நாகாக்க ஹாவாக்கால் சோகாப்அரு சொல்லலுக்கம் பட்டுக்	யாகாவார் ஆயினும் நாகாக்க காவாக்கால் சோகாப்பர் சொல்லுக்கு பட்டு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422351.mp3	ஆற்றங்கரைதனிலே	ஆற்றன் கரைதன்ிலை	ஆற்றங்கரைதனிலே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422353.mp3	புனலும் நிலாவொளியும்  அங்குப்	புனலும் நிலா மொழியும் அங்கும்	புனலும் நிலாவொளியும் அங்கும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422359.mp3	ஒரே சிரிப்பு	ஒரேய சிதிக்கும்	ஒரே சீரழிக்கும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422361.mp3	தேவிலைநீ சொன்னதுபோல் செய்துவிடு சீக்கிரத்தில்	தேவிலை நீசொன்னதுபால் செய்து ஒடு சீக்கிரக்து	தேவிலைநீ சொன்னதுபோல் செய்து வடு சீக்கிரம்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422366.mp3	புத்தர் பிரானருள் பொங்கிய நாடு	பொத்தர் பிரானருள் அங்கிய நான்	புத்தர் பிரானருள் ஓங்கிய நான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422368.mp3	உதவாதினி ஒருதாமதம்	உதவா தினியொரு தாமதம்	உதவாதினி ஒரு தாமும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422376.mp3	வெள்ளப் புனலும் கொள்ளிபோல் சுட்டது	கொடிலாப் புநலம் கொள்ளிபோல் சூட்டது	கூடிப் புனலும் கொள்ளிபோல் சுட்டது
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422377.mp3	பயமில்லை கவலையில்லை மெய்யண்ணே மெய்மெய்	அயவில்லை கவலையித்லை வெய்யண்ணே மேமே	பயமில்லை கவலையில்லை மெய்யண்ணே மேலே
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422378.mp3	குறள்நெறி உளத்தூன்ற உரைதந்தார் கலைஞர்	ஹுரல்நெறி யஉளத்தோன்றா உரைதந்தார் கலைஞர்	குறள்நெறி உளத்தூன்ற உரைதந்தார் கலைஞர்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_19422379.mp3	புனிதமுற்று மக்கள்புது வாழ்வு வேண்டில்	புரிதவற்று மக்கள்ஒது வாழ்டு வேண்டில்	புனிதமுற்று மக்கள் அது வாழ்வு வேண்டில்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20077774.mp3	விசாலப் பார்வையால் விழுங்கு மக்களை	வீசாலப் பார்வையால் விழந்து மக்கலை	விசாலப் பார்வையால் யிழந்து மக்களை
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20077775.mp3	மறுதார மாய்ஓர் மங்கையை மணந்தான்	மறு தாரமாய் ஓர் மங்கையை மனந்தான்	மறுதார மாய் ஓர் மங்கையை மணந்தான்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20077778.mp3	தேனடைசொ ரிந்ததுவும்	தேனடை சொரிந் ததுவும்	தேனடைசொ ரிந்ததுவும்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20077780.mp3	எப்படி இவ்வளவு உயரமான மரத்தில் ஏறினாய்	எப்படி இவளவு உயரமான மறத்தில் ஏறினாய்	எப்படி இவளது உயரமான மரத்தில் ஏறினாய்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20077794.mp3	இருளகற்றி வழிகாட்டும் திருவிளக்கு	இருலகற்தி வழிகாட்டும் இருவிளத்து	இருளகற்றி வழிகாட்டும் திருவிளக்கு
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20077796.mp3	தரித்திரரோ புழுப்போலே துடிக்கின்றார்கள்	தரித்தீரரோ ஒழுபோலே துடிக்கின்றார் பெள்	தரித்திரரோ ஒரு போலே துடிக்கின்றார்கள்
/home/ubuntu/.cache/huggingface/datasets/downloads/extracted/bbc7e5ef7e1baed3b86a20ce9e146e069a26e1bebd1feadc09a550c84ff03cf0/cv-corpus-6.1-2020-12-11/ta/clips/common_voice_ta_20077798.mp3	பொன்மகளும் எனைக்காதல் எந்தி ரத்தால்	பொன்மகளும் எனைக் காதல் எந்திரத்தான்	பொன்மகளும் எனைக் காதல் எந்தி ரத்தால்
