Unnamed: 0	audios	text	without_lm	with_lm
1214	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2271-0021.wav	she must care about the theatre a great deal more than she used to	she must care about the theatre a great deal more than she used to	she must care about the theatre a great deal more than she used to
1215	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2271-0022.wav	i'm glad she's held her own since	i'm glad she's held her own since	i'm glad she's held her own since
1216	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2271-0023.wav	after all we were awfully young	after all we were awfully ron	after all we were awfully on
1217	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2271-0024.wav	i shouldn't wonder if she could laugh about it with me now	and shouldn't wonder if she could laugh about it with me now	and shouldn't wonder if she could laugh about it with me now
1218	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0000.wav	hilda was very nice to him and he sat on the edge of his chair flushed with his conversational efforts and moving his chin about nervously over his high collar	hilda was very nice to him and he sat on the edge of his chair flushed with his conversational efforts and moving his chin about nervously over his high collar	hilda was very nice to him and he sat on the edge of his chair flushed with his conversational efforts and moving his chin about nervously over his high collar
1219	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0001.wav	they asked him to come to see them in chelsea and they spoke very tenderly of hilda	they asked him to come to see them in chelsea and they spoke very tenderly of hilda	they asked him to come to see them in chelsea and they spoke very tenderly of hilda
1220	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0002.wav	lamb wouldn't care a great deal about many of them i fancy	lam wouldn't care a great deal about many of them i fancy	lamb wouldn't care a great deal about many of them i fancy
1221	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0003.wav	when bartley arrived at bedford square on sunday evening marie the pretty little french girl met him at the door and conducted him upstairs	when bartley arrived at bedford square on sunday evening marie the pretty little french girl met him at the door and conducted him upstairs	when bartley arrived at bedford square on sunday evening marie the pretty little french girl met him at the door and conducted him upstairs
1222	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0004.wav	i should never have asked you if molly had been here for i remember you don't like english cookery	i should never have asked you if molley had been here for i remember you don't like english cookery	i should never have asked you if molly had been here for i remember you don't like english cookery
1223	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0005.wav	i haven't had a chance yet to tell you what a jolly little place i think this is	i haven't had a chance yet to tell you what a jolly little place i think this is	i haven't had a chance yet to tell you what a jolly little place i think this is
1224	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0006.wav	they are all sketches made about the villa d'este you see	they are all sketches made about the villadesta you see	they are all sketches made about the villa d'este you see
1225	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0007.wav	those fellows are all very loyal even mainhall	those fellows are all very loyal even mainhall	those fellows are all very loyal even mainhall
1226	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0008.wav	i've managed to save something every year and that with helping my three sisters now and then and tiding poor cousin mike over bad seasons	i've managed to save something every year and that with helping my three sisters now and then and tiding poor cousin michae over bad seasons	i've managed to save something every year and that with helping my three sisters now and then and tiding poor cousin mice over bad seasons
1227	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0009.wav	it's not particularly rare she said but some of it was my mother's	it's not particularly rare she said but some of it was my mother's	it's not particularly rare she said but some of it was my mother's
1228	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0010.wav	there was watercress soup and sole and a delightful omelette stuffed with mushrooms and truffles and two small rare ducklings and artichokes and a dry yellow rhone wine of which bartley had always been very fond	there was water crosse soup and soul and a delightful omlet stuffed with mushrooms and truffles and two small rare ducklings and artochopes and a dry yellow ron wine of which bartley had always been very fond	there was watercress soup and soul and a delightful hamlet stuffed with mushrooms and truffles and two small rare ducklings and artichokes and a dry yellow rhone wine of which bartley had always been very fond
1229	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0011.wav	there is nothing else that looks so jolly	there's nothing else that looks so jolly	there's nothing else that looks so jolly
1230	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0012.wav	thank you but i don't like it so well as this	thank you but i don't like it so well as this	thank you but i don't like it so well as this
1231	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0013.wav	have you been in paris much these late years	have you been in paris much these late years	have you been in paris much these late years
1232	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0014.wav	there are few changes in the old quarter	there are a few changes in the old quarter	there are a few changes in the old quarter
1233	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0015.wav	don't i though i'm so sorry to hear it how did her son turn out	don't i though i'm so sorry to hear it how did your son turn out	don't i though i'm so sorry to hear it how did your son turn out
1234	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0016.wav	her hair is still like flax and her blue eyes are just like a baby's and she has the same three freckles on her little nose and talks about going back to her bains de mer	her hair is still like flax and her blue eyes are just like a babies and she has the same three freckles on her little nose and talks about going back to her bandemere	her hair is still like flax and her blue eyes are just like a babies and she has the same three freckles on her little nose and talks about going back to her band mere
1235	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0017.wav	how jolly it was being young hilda	how jolly it was being young hilda	how jolly it was being young hilda
1236	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0018.wav	do you remember that first walk we took together in paris	do you remember that first walk we took together in paris	do you remember that first walk we took together in paris
1237	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0019.wav	come we'll have our coffee in the other room and you can smoke	come we'll have hour coffee in the other room and you can smoke	come we'll have your coffee in the other room and you can smoke
1238	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0020.wav	i think we did she answered demurely	i think we did she answered dimerely	i think we did she answered demurely
1239	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0021.wav	what she wanted from us was neither our flowers nor our francs but just our youth	what she wanted from us was neither our flowers nor our franks but just our youth	what she wanted from us was neither our flowers nor our francs but just our youth
1240	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0022.wav	they were both remembering what the woman had said when she took the money god give you a happy love	they were both remembering what the woman had said when she took the money god give you a happy love	they were both remembering what the woman had said when she took the money god give you a happy love
1241	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0023.wav	the strange woman and her passionate sentence that rang out so sharply had frightened them both	the strange woman and her passionate sentence that rang out so sharply had frightened them both	the strange woman and her passionate sentence that rang out so sharply had frightened them both
1242	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0024.wav	bartley started when hilda rang the little bell beside her dear me why did you do that	bartley started when hilda rang the little bell beside her dear me why did you do that	bartley started when hilda rang the little bell beside her dear me why did you do that
1243	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0025.wav	it was very jolly he murmured lazily as marie came in to take away the coffee	it was very jolly he murmured lazily as marie came in to take away the coffee	it was very jolly he murmured lazily as marie came in to take away the coffee
1244	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0026.wav	have i told you about my new play	have i told you about my new play	have i told you about my new play
1245	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0027.wav	when she finished alexander shook himself out of a reverie	when she finished alexander shook himself out of a reverie	when she finished alexander shook himself out of a reverie
1246	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0028.wav	nonsense of course i can't really sing except the way my mother and grandmother did before me	nonsense of course i can't really sing except the way my mother and grandmother did before me	nonsense of course i can't really sing except the way my mother and grandmother did before me
1247	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0029.wav	it's really too warm in this room to sing don't you feel it	is really too warm in this room to sing don't you feel it	is really too warm in this room to sing don't you feel it
1248	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0030.wav	alexander went over and opened the window for her	alexander went over and opened the window for her	alexander went over and opened the window for her
1249	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0031.wav	there just in front	there just in front	there just in front
1250	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0032.wav	he stood a little behind her and tried to steady himself as he said it's soft and misty see how white the stars are	he stood a little behind her and tried to steady himself as he said it's soft and misty see how white the stars are	he stood a little behind her and tried to steady himself as he said it's soft and misty see how white the stars are
1251	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0033.wav	for a long time neither hilda nor bartley spoke	for a long time neither hilda nor bartley spoke	for a long time neither hilda nor bartley spoke
1252	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0034.wav	he felt a tremor run through the slender yellow figure in front of him	he felt a tremour run through the slender yellow figure in front of him	he felt a tremor run through the slender yellow figure in front of him
1253	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0035.wav	bartley leaned over her shoulder without touching her and whispered in her ear you are giving me a chance yes	bartley leaned over her shoulder without touching her and whispered in her ear you are giving me a chance yes	bartley leaned over her shoulder without touching her and whispered in her ear you are giving me a chance yes
1254	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2273-0036.wav	alexander unclenched the two hands at his sides	alexander clenched the two hands at his sides	alexander clenched the two hands at his sides
1255	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0000.wav	the stop at queenstown the tedious passage up the mersey were things that he noted dimly through his growing impatience	the stop at queenstown the tedious passage of the mercy were things that he noted dimly through his growing impatience	the stop at queenstown the tedious passage of the mercy were things that he noted dimly through his growing impatience
1256	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0001.wav	she blushed and smiled and fumbled his card in her confusion before she ran upstairs	she blushed and smiled and fumbled his card in her confusion before she ran upstairs	she blushed and smiled and fumbled his card in her confusion before she ran upstairs
1257	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0002.wav	alexander paced up and down the hallway buttoning and unbuttoning his overcoat until she returned and took him up to hilda's living room	alexander paced up and down the hallway buttoning and unbuttoning his overcoat until she returned and took him up to hilda's living room	alexander paced up and down the hallway buttoning and unbuttoning his overcoat until she returned and took him up to hilda's living room
1258	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0003.wav	the room was empty when he entered	the room was empty when he entered	the room was empty when he entered
1259	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0004.wav	alexander did not sit down	alexander did not sit down	alexander did not sit down
1260	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0005.wav	i felt it in my bones when i woke this morning that something splendid was going to turn up	i felt it in my bones when i woke this morning that something splendid was going to turn up	i felt it in my bones when i woke this morning that something splendid was going to turn up
1261	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0006.wav	i thought it might be sister kate or cousin mike would be happening along	i thoght it might be sister kate or cousin mike would be happening along	i though it might be sister kate or cousin mike would be happening along
1262	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0007.wav	she pushed him toward the big chair by the fire and sat down on a stool at the opposite side of the hearth her knees drawn up to her chin laughing like a happy little girl	she pushed him toward the big chair by the fire and sat down on a stool at the opposite side of the hearth her knees drawn up to her chin laughing like a happy little girl	she pushed him towards the big chair by the fire and sat down on a stool at the opposite side of the hearth her knees drawn up to her chin laughing like a happy little girl
1263	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0008.wav	when did you come bartley and how did it happen you haven't spoken a word	when did you come bartley and how did it happen you haven't spoken a word	when did you come bartley and how did it happen you haven't spoken a word
1264	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0009.wav	i got in about ten minutes ago	i got in about ten minutes ago	i got in about ten minutes ago
1265	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0010.wav	alexander leaned forward and warmed his hands before the blaze	alexander leaned forward and warmed his hands before the blaze	alexander leaned forward and warmed his hands before the blaze
1266	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0011.wav	bartley bent lower over the fire	bartley bent lowered over the fire	bartley bent lower over the fire
1267	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0012.wav	she looked at his heavy shoulders and big determined head thrust forward like a catapult in leash	she looked at his heavy shoulders and big determined head thrust forward like a catapult in leach	she looked at his heavy shoulders and big determined head thrust forward like a catapult in leash
1268	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0013.wav	i'll do anything you wish me to bartley she said tremulously	i'll do anything you wish me to bartley she said tremulously	i'll do anything you wish me to bartley she said tremulously
1269	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0014.wav	i can't stand seeing you miserable	i can't stand seeing you miserable	i can't stand seeing you miserable
1270	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0015.wav	he pulled up a window as if the air were heavy	he pulled up a window as if the air were heavy	he pulled up a window as if the air were heavy
1271	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0016.wav	hilda watched him from her corner trembling and scarcely breathing dark shadows growing about her eyes it	hilda watched him from the corner trembling and scarcely breathing dark shadows growing about her eyes	hilda watched him from the corner trembling and scarcely breathing dark shadows growing about her eyes
1272	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0017.wav	but it's worse now it's unbearable	but it's worse now it's unbearable	but it's worse now it's unbearable
1273	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0018.wav	i get nothing but misery out of either	i get nothing but misery out of either	i get nothing but misery out of either
1274	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0019.wav	the world is all there just as it used to be but i can't get at it any more	the world is all there just as it used to be but i can't get at it any more	the world is all there just as it used to be but i can't get at it any more
1275	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0020.wav	it was myself i was defying hilda	it was myself i was defying hilda	it was myself i was defying hilda
1276	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0021.wav	hilda's face quivered but she whispered yes i think it must have been	hilda's face quivered but she whispered yes i think it must have been	hilda's face quivered but she whispered yes i think it must have been
1277	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0022.wav	but why didn't you tell me when you were here in the summer	but why didn't you tell me when you were here in the summer	but why didn't you tell me when you were here in the summer
1278	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0023.wav	alexander groaned i meant to but somehow i couldn't	alexander groaned i meant to but somehow i couldn't	alexander groaned i meant to but somehow i couldn't
1279	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0024.wav	she pressed his hand gently in gratitude	she pressed his hand gently in gratitude	she pressed his hand gently in gratitude
1280	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0025.wav	weren't you happy then at all	weren't you happy then at all	weren't you happy then at all
1281	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0026.wav	she closed her eyes and took a deep breath as if to draw in again the fragrance of those days	she closed her eyes and took a deep breath as if to draw in again the fragrance of those days	she closed her eyes and took a deep breath as if to draw in again the fragrance of those days
1282	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0027.wav	he moved uneasily and his chair creaked	he moved uneasily and his chair creaked	he moved uneasily and his chair creaked
1283	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0028.wav	yes yes she hurried pulling her hand gently away from him	yes yes she hurried pulling her head gently away from him	yes yes she hurried pulling her head gently away from him
1284	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0029.wav	please tell me one thing bartley at least tell me that you believe i thought i was making you happy	please tell me one thing bartley at least tell me that you believe i thought i was making you happy	please tell me one thing bartley at least tell me that you believe i thought i was making you happy
1285	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0030.wav	yes hilda i know that he said simply	yes hilda i know that he said simply	yes hilda i know that he said simply
1286	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0031.wav	i understand bartley i was wrong	i understand bartley i was wrong	i understand bartley i was wrong
1287	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0032.wav	but i didn't know you've only to tell me now	but i didn't know you've only to tell me now	but i didn't know you've only to tell me now
1288	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0033.wav	what i mean is that i want you to promise never to see me again no matter how often i come no matter how hard i beg	what i mean is that i want you to promise never to see me again no matter how often i come no matter how hard i beg	what i mean is that i want you to promise never to see me again no matter how often i come no matter how hard i beg
1289	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0034.wav	keep away if you wish when have i ever followed you	keep away if you wish when have i ever followed you	keep away if you wish when have i ever followed you
1290	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0035.wav	alexander rose and shook himself angrily yes i know i'm cowardly	alexander rose and shook himself angrily yes i know i'm cowardly	alexander rose and shook himself angrily yes i know i'm cowardly
1291	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0036.wav	he took her roughly in his arms do you know what i mean	he took her roughly in his arms do you know what i mean	he took her roughly in his arms do you know what i mean
1292	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0037.wav	oh bartley what am i to do	oh bartley what am i to do	oh bartley what am i to do
1293	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0038.wav	i will ask the least imaginable but i must have something	i will ask the least imaginable but i must have something	i will ask the least imaginable but i must have something
1294	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0039.wav	i must know about you	i must know about you	i must know about you
1295	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0040.wav	the sight of you bartley to see you living and happy and successful can i never make you understand what that means to me	the sight of you bartley to see you living and happy and successful can i never make you understand what that means to me	the sight of you bartley to see you living and happy and successful can i never make you understand what that means to me
1296	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0041.wav	you see loving some one as i love you makes the whole world different	you see loving someone as i love you makes the whole world different	you see loving someone as i love you makes the whole world different
1297	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0042.wav	and then you came back not caring very much but it made no difference	and then you came back not caring very much but it made no difference	and then you came back not caring very much but it made no difference
1298	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0043.wav	bartley bent over and took her in his arms kissing her mouth and her wet tired eyes	bartley bent over and took her in his arms kissing her mouth and her wet tired eyes	bartley bent over and took her in his arms kissing her mouth and her wet tired eyes
1299	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0044.wav	don't cry don't cry he whispered	don't cry don't cry he whispered	don't cry don't cry he whispered
1300	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/4446-2275-0045.wav	we've tortured each other enough for tonight	we've tortured each other enough for tonight	we've tortured each other enough for tonight
1301	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/2094-142345-0000.wav	it is a very fine old place of red brick softened by a pale powdery lichen which has dispersed itself with happy irregularity so as to bring the red brick into terms of friendly companionship with the limestone ornaments surrounding the three gables the windows and the door place	it is a very fine old place of red brick softened by a pale powdery liken which has dispersed itself with happy irregularity so as to bring the red brick into terms of friendly companionship with the limestone ornaments surrounding the three gables the windows and the doorplace	it is a very fine old place of red brick softened by a pale powdery liked which has dispersed itself with happy irregularity so as to bring the red brick into terms of friendly companionship with the limestone ornaments surrounding the three gables the windows and the door place
1302	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/2094-142345-0001.wav	but the windows are patched with wooden panes and the door i think is like the gate it is never opened	but the windows are patched with wooden panes and the door i think is like the gate it is never opened	but the windows are patched with wooden panes and the door i think is like the gate it is never opened
1303	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/2094-142345-0002.wav	for it is a solid heavy handsome door and must once have been in the habit of shutting with a sonorous bang behind a liveried lackey who had just seen his master and mistress off the grounds in a carriage and pair	for it is a solid heavy handsome door and must once have been in the habit of shutting with a sonorous bang behind the liveried lackey who had just seen his master and mistress off the grounds in carriage and pairy	for it is a solid heavy handsome door and must once have been in the habit of shutting with a sonorous bang behind the liveried lackey who had just seen his master and mistress off the grounds in carriage and pair
1304	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/2094-142345-0003.wav	a large open fireplace with rusty dogs in it and a bare boarded floor at the far end fleeces of wool stacked up in the middle of the floor some empty corn bags	a large open fireplace with rusty dogs in it and a bare boarded floor at the far end fleeces of wool stacked up in the middle of the floor some empty corn bags	a large open fireplace with rusty dogs in it and a bare boarded floor at the far end fleeces of wool stacked up in the middle of the floor some empty corn bags
1305	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/2094-142345-0004.wav	and what through the left hand window	and what through the left hand window	and what through the left hand window
1306	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/2094-142345-0005.wav	several clothes horses a pillion a spinning wheel and an old box wide open and stuffed full of coloured rags	several clothes horses a pillion a spinning wheel and an old box whide open and stoffed full of colored rags	several clothes horses a pillion a spinning wheel and an old box wide open and stuffed full of colored rags
1307	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/2094-142345-0006.wav	at the edge of this box there lies a great wooden doll which so far as mutilation is concerned bears a strong resemblance to the finest greek sculpture and especially in the total loss of its nose	at the edge of this box there lies a great wooden doll which so far as mutilation is concerned bears a strong resemblance to the finest greek sculpture and especially in the total loss of its nose	at the edge of this box there lies a great wooden doll which so far as mutilation is concerned bears a strong resemblance to the finest greek sculpture and especially in the total loss of its nose
1308	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/2094-142345-0007.wav	the history of the house is plain now	the history of the house is plain now	the history of the house is plain now
1309	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/2094-142345-0009.wav	for the great barn doors are thrown wide open and men are busy there mending the harness under the superintendence of mister goby the whittaw otherwise saddler who entertains them with the latest treddleston gossip	fore the great barn doors are thrown wide open and men are busy there mending the harness under the superintendence of mister goby the woodawh otherwise saddler who entertains them with the latest tretleston gossip	for the great barn doors are thrown wide open and men are busy there mending the harness under the superintendence of mister goby the wood otherwise saddler who entertains them with the latest treddleston gossip
1310	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/2094-142345-0011.wav	do not suppose however that missus poyser was elderly or shrewish in her appearance she was a good looking woman not more than eight and thirty of fair complexion and sandy hair well shapen light footed	do not suppose however that missus poyser was elderly or shrewish in her appearance she was a good looking woman not more than eight and thirty of fair complexion and sandy hair well shapen light footed	do not suppose however that missus poyser was elderly or shrewish in her appearance she was a good looking woman not more than eight and thirty of fair complexion and sandy hair well shapen light footed
1311	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/2094-142345-0012.wav	the family likeness between her and her niece dinah morris with the contrast between her keenness and dinah's seraphic gentleness of expression might have served a painter as an excellent suggestion for a martha and mary	the family likeness between her and her niece dina morris with the contrast between her keenness and dina's sorafic gentleness of expression might have served a painter as an excellent suggestion for a martha and mary	the family likeness between her and her niece dinah morris with the contrast between her keenness and dinah's seraphic gentleness of expression might have served a painter as an excellent suggestion for a martha and mary
1312	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/2094-142345-0013.wav	her tongue was not less keen than her eye and whenever a damsel came within earshot seemed to take up an unfinished lecture as a barrel organ takes up a tune precisely at the point where it had left off	her tongue was not less keen than her eye and whenever a damsel came within ear shot seemed to take up an unfinished luxure as a barrel organ takes up a tune precisely at the point where it had left off	her tongue was not less keen than her eye and whenever a damsel came within earshot seemed to take up an unfinished lecture as a barrel organ takes up a tune precisely at the point where it had left off
1313	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/2094-142345-0014.wav	the fact that it was churning day was another reason why it was inconvenient to have the whittaws and why consequently missus poyser should scold molly the housemaid with unusual severity	the fact that it was cherning day was another reason why it was inconvenient to have the widow s and why consequently missus poyser should scold molly the housemaid with unusual severity	the fact that it was churning day was another reason why it was inconvenient to have the windows and why consequently missus poyser should scold molly the housemaid with unusual severity
1314	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/2094-142345-0015.wav	to all appearance molly had got through her after dinner work in an exemplary manner had cleaned herself with great dispatch and now came to ask submissively if she should sit down to her spinning till milking time	to all appearance molly had got through her after-dinner work in an exemplary manner had cleaned herself with great dispatch and now came to ask submissively if she should sit down to her spinning till milkingtime	to all appearance molly had got through her after dinner work in an exemplary manner had cleaned herself with great dispatch and now came to ask submissively if she should sit down to her spinning till milking time
1315	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/2094-142345-0016.wav	spinning indeed	spinning indeed	spinning indeed
1316	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/2094-142345-0017.wav	i never knew your equals for gallowsness	i never knew your equals or gallowsness	i never knew your equals or gallowsness
1317	/home/ubuntu/speech_data/t-seed/LibriAdapt/en-us/laughter/nexus6/test/2094-142345-0018.wav	who taught you to scrub a floor i should like to know	ho taught you to scrub a floor i should like to know	who taught you to scrub a floor i should like to know
